DATA;HORA;MUSICA
12/08/2024;01:00;MURILO HUFF - FULANO
12/08/2024;01:00;CLAYTON & ROMÁRIO part. LUAN SANTANA - MASTER NAMORANDO
12/08/2024;01:00;MARÍLIA MENDONÇA - LEÃO
12/08/2024;01:00;GUSTTAVO LIMA - INVENTOR DOS AMORES
12/08/2024;01:20;ISRAEL & RODOLFFO  MARI FERNANDEZ - SEU BRILHO SUMIU
12/08/2024;01:20;ANAVITÓRIA  JORGE & MATEUS - GALERIA DO TEMPO
12/08/2024;01:20;HENRIQUE e JULIANO - RANCOROSA
12/08/2024;01:20;JOÃO GOMES feat. MC RYAN SP - NÃO MANDA AUDIO
12/08/2024;01:20;LÉO SANTANA feat LUDMILLA - ELA TERMINOU NO WHATSAPP
12/08/2024;01:20;MATHEUS & KAUAN - PRIVACIDADE
12/08/2024;01:20;Christopher - Hope This Song Is For You
12/08/2024;01:40;ERIC LAND - NA VAQUEIJADA
12/08/2024;01:40;GUATTAVO LIMA - EX DA SUA VIDA
12/08/2024;01:40;WESLEY SAFADÃO - SE VOCÊ DEIXAR
12/08/2024;01:40;DIEGO E VICTO HUGO - CALAFRIO part. HENRIQUE E JULIANO
12/08/2024;01:40;JORGE E MATEUS - SE EU CHORAR
12/08/2024;01:40;ZÉ NETO E CRISTIANO - INTERESSES DIFERENTES
12/08/2024;01:40;LAUANA PRADO - ME LEVA PRA CASA & ESCRITO NAS ESTRELAS
12/08/2024;02:00;MAIARA E MARAISA - MEDO BOBO
12/08/2024;02:00;CLAYTON E ROMÁRIO feat HUGO E GUILHERME - ME ESQUEÇA &
12/08/2024;02:00;JORGE & MATEUS - PAREDES
12/08/2024;02:00;MATHEUS E KAUAN - QUARTA CADEIRA
12/08/2024;02:00;CLAYTON E ROMÁRIO - MORENA
12/08/2024;02:00;MATHEUS E KAUAN - CONSÓRCIO
12/08/2024;02:00;ISRAEL & RODOLFFO ft. HUGO e GUILHERME - AMOR NÃO DÁ EM
12/08/2024;02:20;ANA CASTELA - MINHA HERANÇA
12/08/2024;02:20;ISRAEL E RODOLFFO - GREVE DE BEIJO
12/08/2024;02:20;MANU BAHTIDÃO  SIMONE MENDES - DAQUI PRA SEMPRE
12/08/2024;02:20;DILSINHO - DIFERENTÃO
12/08/2024;02:20;BRUNO ROSA feat CLAYTON E ROMÁRIO - CERVEJA E SOCORRO
12/08/2024;02:20;ISRAEL & RODOLFFO - GUARDANAPO BORRADO
12/08/2024;02:20;WESLEY SAFADÃO - ALÔ AMOR
12/08/2024;02:40;IGUINHO e LULINHA - BEIJINHO DE MEL
12/08/2024;02:40;JONAS ESTICADO e MARI FERNANDEZ - SE VOCE TIVESSSE CUID
12/08/2024;02:40;GUSTTAVO LIMA  MAIARA & MARAISA - OFICIALIZAR
12/08/2024;02:40;MÁRCIA FELLIPE - A MULHER MAIS FODA DO BRASIL
12/08/2024;02:40;MARI FERNANDEZ - PAGINA DE EX
12/08/2024;02:40;JORGE E MATEUS - VOGAIS E CONSOANTES
12/08/2024;02:40;ZE NETO E CRISTIANO - ESTADO DECADENTE
12/08/2024;03:00;GUSTTAVO LIMA - NA HORA DE AMAR
12/08/2024;03:00;ZÉ NETO e CRISTIANO - OI BALDE
12/08/2024;03:00;HENRIQUE e JULIANO - SÓ LEMBRO DA BRIGA
12/08/2024;03:00;JORGE & MATEUS - FAZ ASSIM
12/08/2024;03:00;MATHEUS & KAUAN - SER HUMANO OU ANJO
12/08/2024;03:00;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
12/08/2024;03:00;ANA CASTELA - TÔ VOLTANDO
12/08/2024;03:20;MATHEUS E KAUAN - GATILHO
12/08/2024;03:20;SIMONE MENDES - PIOR PARTE
12/08/2024;03:20;RAFA E PIPO MARQUES - ADEUS CABARÉ
12/08/2024;03:20;NADSON O FERINHA - POSTA AÍ
12/08/2024;03:20;GUSTAVO MIOTO  LEO SANTANA - ONDE TU VAI SENTAR
12/08/2024;03:20;GUSTTAVO LIMA  MARI FERNANDEZ - 30 CADEADOS
12/08/2024;03:40;ANA CASTELA  SIMONE MENDES - NÃO VAI VER NUNCA
12/08/2024;03:40;MURILO HUFF  ERIC LAND - CURIOSA
12/08/2024;03:40;ZÉ VAQUEIRO - UM DIA
12/08/2024;03:40;MATHEUS E KAUAN feat MAIARA E MARAISA - NÃO SEI SE TO S
12/08/2024;03:40;MARILIA MENDONCA - SERENATA
12/08/2024;03:40;JORGE E MATEUS - MOLHANDO O VOLANTE
12/08/2024;03:40;MARI FERNANDEZ - VAI DOER MAIS
12/08/2024;04:00;HENRY FREITAS - TEM CAFÉ
12/08/2024;04:00;LAUANA PRADO - ESQUECA QUE EU TE AMO
12/08/2024;04:00;ISRAEL & RODOLFFO - VOLTOU COM QUEM NÃO VOLTAVA
12/08/2024;04:00;HUGO E GUILHERME  MAIARA E MARAISA - MORENA DE GOIANA
12/08/2024;04:00;MARÍLIA MENDONÇA - TE AMO DEMAIS
12/08/2024;04:00;ZÉ NETO E CRISTIANO - CADEIRA DE AÇO
12/08/2024;04:00;MATHEUS E KAUAN - EXPECTATIVA x REALIDADE
12/08/2024;04:20;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;04:20;GUSTAVO MIOTO - VOLTANDO PRA MIM
12/08/2024;04:20;JOÃO BOSCO & VINICIUS  GUSTAVO MIOTO - DOCINHO DE FEST
12/08/2024;04:20;WESLEY SAFADÃO - VOU COMEÇAR A NÃO PRESTAR
12/08/2024;04:20;SIMONE MENDES - MULHER FODA
12/08/2024;04:20;MURILO HUFF - DEUS E O MUNDO
12/08/2024;04:20;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;04:40;PRISCILA SENNA - FLORES QUE PLANTEI
12/08/2024;04:40;GUSTTAVO LIMA feat ANA CASTELA - CANUNDINHO
12/08/2024;04:40;HUMBERTO e RONALDO - PRETINHA GRUILHERME e BENUTO
12/08/2024;04:40;HENRIQUE E JULIANO - ATÉ A PRÓXIMA VIDA
12/08/2024;04:40;WESLEY SAFADÃO - DOIS LADOS
12/08/2024;04:40;HENRY FREITAS - MALUCA
12/08/2024;04:40;MARILIA TAVARES - ÁGUA DE SAL
12/08/2024;05:00;MANU BAHTIDAO feat GUILHERME E BENUTO - TORRE EIFFEL
12/08/2024;05:00;MARÍLIA MENDONÃ - FLOR E O BEIJA-FLOR
12/08/2024;05:00;DIEGO E VICTO HUGO - CALAFRIO part. HENRIQUE E JULIANO
12/08/2024;05:00;NADSON O FERINHA - ENXOVAL
12/08/2024;05:00;IGUINHO E LULINHA - BOA MEMÓRIA (AMAR É DEIXAR IR)
12/08/2024;05:00;LAUANA PRADO - CHORADA
12/08/2024;05:00;ZÉ NETO e CRISTIANO - NUMA PANCADA SÓ
12/08/2024;05:20;JORGE & MATEUS - FLOR
12/08/2024;05:20;MATHEUS E KAUAN - SOLTO FOGUETE
12/08/2024;05:20;THIAGUINHO - PÉ NA AREIA
12/08/2024;05:20;ANAVITÓRIA  JORGE & MATEUS - GALERIA DO TEMPO
12/08/2024;05:20;NATTAN - DADINHO
12/08/2024;05:20;GUSTAVO MIOTO e MC DON JUAN - QUANDO APAGA A LUZ
12/08/2024;05:20;ZÉ VAQUEIRO  MANU BAHTIDÃO BABY
12/08/2024;05:40;GUILHERME e BENUTO - DE EU PRA EU
12/08/2024;05:40;MARI FERNANDEZ - A GENTE SE ENTREGA
12/08/2024;05:40;ANA CASTELA  ALOK  HUNGRIA - LUA
12/08/2024;05:40;ISRAEL E RODOLFFO - NÃO DEIXOU DE SE ESQUEMA
12/08/2024;05:40;GUSTTAVO LIMA  MURILO HUFF - CEP NOVO
12/08/2024;05:40;GUSTAVO MIOTO feat MANU BAHTIDÃO - LOVE +18
12/08/2024;05:40;Christopher - Hope This Song Is For You
12/08/2024;06:00;CAT DEALERS - OH! CHUVA (REMIX)
12/08/2024;06:00;HENRIQUE e JULIANO - SÓ LEMBRO DA BRIGA
12/08/2024;06:00;HUGO E GUILHERME feat. JORGE E MATEUS - MEU NÚMERO
12/08/2024;06:00;HUGO e GUILHERME - ELEVADOR
12/08/2024;06:00;MATHEUS & KAUAN - PRIVACIDADE
12/08/2024;06:00;ALOK - HEAR ME NOW (REMIX)
12/08/2024;06:00;GUSTTAVO LIMA - ENTREVISTA COM EX
12/08/2024;06:20;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;06:20;JORGE & MATEUS - PREOCUPA NÃO
12/08/2024;06:20;ZÉ NETO E CRISTIANO - VAMO TOMAR UMA
12/08/2024;06:20;JOÃO GOMES feat. MC RYAN SP - NÃO MANDA AUDIO
12/08/2024;06:20;LAUANA PRADO - SOFRIMENTO LIQUIDO
12/08/2024;06:20;JORGE E MATEUS - 5 REGRAS
12/08/2024;06:20;MURILO HUFF - TE QUE PRA MIM - MEU DISFARCE
12/08/2024;06:40;MATHEUS E KAUAN - NEM DOEU
12/08/2024;06:40;MATHEUS E KAUAN - CONSÓRCIO
12/08/2024;06:40;SORRISO MAROTO  LUDMILLA  BELO - AINDA GOSTO DE VOCÊ-JÁ
12/08/2024;06:40;LUDMILLA feat MARI FERNANDEZ - FALTA DE MIM
12/08/2024;07:00;MILANE HORA - PRIMEIRO EU SEGUNDO EU
12/08/2024;07:00;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;07:00;MARÍLIA MENDONÇA - LEÃO
12/08/2024;07:00;LUAN PEREIRA  MURILO HUFF - FALTA DE QUÊ
12/08/2024;07:00;NADSON o FERINHA  LÉO SANTANA - NÃO VOU FALAR NADA
12/08/2024;07:00;MARI FERNANDEZ - VAI VIVER
12/08/2024;07:00;RAFA E PIPO MARQUES - ADEUS CABARÉ
12/08/2024;07:20;MÁRCIA FELLIPE - A MULHER MAIS FODA DO BRASIL
12/08/2024;07:20;HENRIQUE CASTRO feat MARÍLIA MENDONÇA - EXPERIÊNCIA
12/08/2024;07:20;RAFA E PIPO MARQUES - ADEUS CABARÉ
12/08/2024;07:20;ZÉ NETO E CRISTIANO - ALIMENTANDO VONTADE
12/08/2024;07:20;HUGO E GUILHERME  MAIARA E MARAISA - MORENA DE GOIANA
12/08/2024;07:20;ANA CASTELA - MINHA HERANÇA
12/08/2024;07:20;JORGE & MATEUS - PAREDES
12/08/2024;07:40;MARA PAVANELLY - NÃO PASSA DE EX
12/08/2024;07:40;GUSTTAVO LIMA - TEMPO DE BEBER
12/08/2024;07:40;THIAGO E SAMUEL feat SIMONE MENDES - AMOR DIFERENTE
12/08/2024;07:40;WESLEY SAFADÃO - AMOR OU ESQUEMA
12/08/2024;07:40;NADSON O FERINHA - ENXOVAL
12/08/2024;07:40;DILSINHO feat ANA CASTELA - PASSANDO A MÃO
12/08/2024;08:00;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
12/08/2024;08:00;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
12/08/2024;08:00;SORRISO MAROTO feat THIAGUINHO - PROMESSAS
12/08/2024;08:00;NATTAN e ANA CASTELA - PEGA CABULOSO
12/08/2024;08:00;THIAGO - FICA
12/08/2024;08:00;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;08:00;MAIARA E MARAISA - MEDO BOBO
12/08/2024;08:20;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
12/08/2024;08:20;MANU BAHTIDÃO  SIMONE MENDES - DAQUI PRA SEMPRE
12/08/2024;08:20;MURILO HUFF feat GUSTAVO MIOTO - ME CAIU TÃO BEM
12/08/2024;08:20;MENOS É MAIS feat XAND AVIÃO - MATADINHA DE SAUDADE
12/08/2024;08:20;FELIPE & RODRIGO - GOSTA DE RUA
12/08/2024;08:20;HENRY FREITAS feat PEDRO SAMPAIO - BARULHO DO PRAZER
12/08/2024;08:40;VITORIA FREITAS - OLHA NOS MEUS OLHOS
12/08/2024;08:40;MARILIA TAVARES - ÁGUA DE SAL
12/08/2024;08:40;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
12/08/2024;08:40;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;08:40;HENRY FREITAS - MALUCA
12/08/2024;08:40;DOCE ENCONTRO feat SORRISO MAROTO - GUERRA  AMOR E PAZ
12/08/2024;09:00;MILANE HORA - PRIMEIRO EU SEGUNDO EU
12/08/2024;09:00;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;09:00;LAUANA PRADO - VIVA VOZ
12/08/2024;09:00;JEFFERSON MORAES - PÉSSIMA HORA
12/08/2024;09:00;HENRIQUE E JULIANO - CIDADE VIZINHA - ACORDO
12/08/2024;09:00;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
12/08/2024;09:20;TRAIA VEIA e LUAN PEREIRA - WIFI
12/08/2024;09:20;RAFA E PIPO MARQUES - ADEUS CABARÉ
12/08/2024;09:20;GRELO - SÓ FÉ
12/08/2024;09:20;IGUINHO E LULINHA - FORA DO COMUM
12/08/2024;09:20;WESLEY SAFADÃO e REY VAQUEIRO - BEM VINDA AO MEU MUNDO
12/08/2024;09:20;SIMONE MENDES - MULHER FODA
12/08/2024;09:40;MARA PAVANELLY - NÃO PASSA DE EX
12/08/2024;09:40;THIAGO E SAMUEL feat SIMONE MENDES - AMOR DIFERENTE
12/08/2024;09:40;FELIPE AMORIM - AMOR PARA RECOMEÇAR
12/08/2024;09:40;MATHUES e KAUAN  MC LIVINHO - EFEITO DOMINO
12/08/2024;09:40;MARCOS e BELUTTI  NADOSN - COMO UM BEIJO
12/08/2024;09:40;LÉO SANTANA feat LUDMILLA - ELA TERMINOU NO WHATSAPP
12/08/2024;10:00;SORRISO MAROTO feat THIAGUINHO - PROMESSAS
12/08/2024;10:00;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
12/08/2024;10:00;HENRIQUE E JULIANO - SE EU FOSSE VOCÊ
12/08/2024;10:00;MATHEUS E KAUAN feat MAIARA E MARAISA - NÃO SEI SE TO S
12/08/2024;10:00;NATTAN e ANA CASTELA - PEGA CABULOSO
12/08/2024;10:00;ZÉ NETO e CRISTIANO - DEU MORAL
12/08/2024;10:20;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
12/08/2024;10:20;MURILO HUFF feat GUSTAVO MIOTO - ME CAIU TÃO BEM
12/08/2024;10:20;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;10:20;EDSON E HUDSON feat MATHEUS E KAUAN - QUE SORTE A NOSSA
12/08/2024;10:20;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;10:20;JOÃO GOMES - CORACAO VAQUEIRO
12/08/2024;10:40;VITORIA FREITAS - OLHA NOS MEUS OLHOS
12/08/2024;10:40;MARILIA TAVARES - ÁGUA DE SAL
12/08/2024;10:40;JORGE E MATEUS - MEDIDA CERTA
12/08/2024;10:40;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
12/08/2024;10:40;GUSTTAVO LIMA - DECLARAÇÃO DE AMOR
12/08/2024;11:00;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;11:00;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
12/08/2024;11:00;MURILO HUFF - MEU ANJO - É AMOR DEMAIS
12/08/2024;11:00;ZÉ NETO e CRISTIANO - NUMA PANCADA SÓ
12/08/2024;11:00;JORGE E MATEUS feat LAUANA PRADO - HAVERÁ SINAIS
12/08/2024;11:20;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;11:20;GUSTAVO MIOTO - VOLTANDO PRA MIM
12/08/2024;11:20;WALISSON MAICON - UM COPO DE WHISKY
12/08/2024;11:20;DIEGO E VICTO HUGO - CALAFRIO part. HENRIQUE E JULIANO
12/08/2024;11:20;JONAS ESTICADO e MARI FERNANDEZ - SE VOCE TIVESSSE CUID
12/08/2024;11:20;ISRAEL E RODOLFFO - NÃO DEIXOU DE SE ESQUEMA
12/08/2024;11:20;WESLEY SAFADÃO e MARCIA FELIPE - TENTATIVAS EM VÃO
12/08/2024;11:40;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
12/08/2024;11:40;MURILO HUFF - ANESTESIADO
12/08/2024;11:40;GRELO - SÓ FÉ
12/08/2024;11:40;ANA CASTELA  ALOK  HUNGRIA - LUA
12/08/2024;12:00;ERIC LAND - NA VAQUEIJADA
12/08/2024;12:00;SIMONE MENDES - VOCÊ MERECEU
12/08/2024;13:00;NATTAN e ANA CASTELA - PEGA CABULOSO
12/08/2024;13:00;MATHEUS & KAUAN - CRONÔMETRO
12/08/2024;13:00;MURILO HUFF feat MARI FERNANDEZ - MALÍCIA
12/08/2024;13:00;TRAIA VEIA e LUAN PEREIRA - WIFI
12/08/2024;13:00;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;13:00;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;13:00;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
12/08/2024;13:20;MILANE HORA - PRIMEIRO EU SEGUNDO EU
12/08/2024;13:20;MANU BAHTIDÃO  SIMONE MENDES - DAQUI PRA SEMPRE
12/08/2024;13:20;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;13:20;LUAN PEREIRA  MURILO HUFF - FALTA DE QUÊ
12/08/2024;13:20;THIAGO - FICA
12/08/2024;13:20;FELIPE & RODRIGO - GOSTA DE RUA
12/08/2024;13:20;GUSTTAVO LIMA - ESPETINHO
12/08/2024;13:40;RAFA E PIPO MARQUES - ADEUS CABARÉ
12/08/2024;13:40;MARI FERNANDEZ - DIZEM QUE SOU LOUCA
12/08/2024;13:40;ZÉ NETO E CRISTIANO - ALÔ TRANQUEIRA
12/08/2024;13:40;WALISSON MAICON - UM COPO DE WHISKY
12/08/2024;13:40;SIMONE MENDES - MEU PRA SEMPRE NÃO ERA MEU
12/08/2024;13:40;FELIPE AMORIM - AMOR PARA RECOMEÇAR
12/08/2024;14:00;MARA PAVANELLY - NÃO PASSA DE EX
12/08/2024;14:00;VITORIA FREITAS - OLHA NOS MEUS OLHOS
12/08/2024;14:00;THIAGO E SAMUEL feat SIMONE MENDES - AMOR DIFERENTE
12/08/2024;14:00;GRELO - SÓ FÉ
12/08/2024;14:00;MANIM VAQUERIO - FORRÓ E DESMANTELO
12/08/2024;14:00;MATHEUS E KAUAN - GREVE DE SONO
12/08/2024;14:20;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
12/08/2024;14:20;SORRISO MAROTO feat THIAGUINHO - PROMESSAS
12/08/2024;14:20;MARILIA TAVARES - ÁGUA DE SAL
12/08/2024;14:20;ANA CASTELA - MINHA HERANÇA
12/08/2024;14:20;DOCE ENCONTRO feat SORRISO MAROTO - GUERRA  AMOR E PAZ
12/08/2024;14:40;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
12/08/2024;14:40;MURILO HUFF feat GUSTAVO MIOTO - ME CAIU TÃO BEM
12/08/2024;14:40;MARI FERNADEZ - SEM EXPLICAÇÃO
12/08/2024;14:40;MARCOS e BELUTTI  NADOSN - COMO UM BEIJO
12/08/2024;14:40;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
12/08/2024;14:40;IGUINHO E LULINHA - FORA DO COMUM
12/08/2024;14:40;GUSTTAVO LIMA - MORAR NESSE MOTEL
12/08/2024;15:00;VITORIA FREITAS - OLHA NOS MEUS OLHOS
12/08/2024;15:00;LAUANA PRADO - SOFRIMENTO LIQUIDO
12/08/2024;15:00;MARILIA TAVARES - ÁGUA DE SAL
12/08/2024;15:00;WESLEY SAFADÃO e REY VAQUEIRO - BEM VINDA AO MEU MUNDO
12/08/2024;15:00;MURILO HUFF - MEU ANJO - É AMOR DEMAIS
12/08/2024;15:20;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;15:20;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
12/08/2024;15:20;FELIPE AMORIM - AMOR PARA RECOMEÇAR
12/08/2024;15:20;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
12/08/2024;15:20;RAFA E PIPO MARQUES - ADEUS CABARÉ
12/08/2024;15:20;LUAN SANTANA - EU SOU SENTIMENTAL
12/08/2024;15:40;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;15:40;GUSTAVO MIOTO - VOLTANDO PRA MIM
12/08/2024;15:40;HENRIQUE e JULIANO - ABRE A MENTE
12/08/2024;15:40;DILSINHO feat VITOR KLEY - CAFEINA
12/08/2024;15:40;HENRY FREITAS - MALUCA
12/08/2024;15:40;HENRIQUE CASTRO feat MARÍLIA MENDONÇA - EXPERIÊNCIA
12/08/2024;16:00;WALISSON MAICON - UM COPO DE WHISKY
12/08/2024;16:00;HUMBERTO e RONALDO - PRETINHA GRUILHERME e BENUTO
12/08/2024;16:00;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
12/08/2024;16:00;GUILHERME E BENUTO feat MAIARA E MARAISA - CORPO SEXY
12/08/2024;16:00;ZÉ NETO E CRISTIANO - MELHOR SER UMA SAUDADE
12/08/2024;16:00;NADSON O FEINHA - SETE MILHÕES
12/08/2024;16:20;MARA PAVANELLY - NÃO PASSA DE EX
12/08/2024;16:20;ISRAEL & RODOLFFO  JOÃO GOMES E DON JUAN - EU NÃO CONTA
12/08/2024;16:20;JORGE & MATEUS - DÓI
12/08/2024;16:20;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
12/08/2024;16:20;HENRY FREITAS - MALUCA
12/08/2024;16:20;ANA CASTELA - MINHA HERANÇA
12/08/2024;16:40;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;16:40;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
12/08/2024;16:40;ERIC LAND - NA VAQUEIJADA
12/08/2024;16:40;MANIM VAQUERIO - FORRÓ E DESMANTELO
12/08/2024;16:40;MARCOS e BELUTTI  NADOSN - COMO UM BEIJO
12/08/2024;16:40;FELIPE AMORIM - AMOR PARA RECOMEÇAR
12/08/2024;17:00;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;17:00;ZÉ NETO E CRISTIANO feat ANA CASTELA - FOI INTENSO
12/08/2024;17:00;GUSTAVO MIOTO - VOLTANDO PRA MIM
12/08/2024;17:00;TRAIA VEIA e LUAN PEREIRA - WIFI
12/08/2024;17:00;NATTAN e ANA CASTELA - PEGA CABULOSO
12/08/2024;17:00;MATHEUS & KAUAN - CRONÔMETRO
12/08/2024;17:00;JEFFERSON MORAES - PÉSSIMA HORA
12/08/2024;17:20;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
12/08/2024;17:20;LUAN PEREIRA  MURILO HUFF - FALTA DE QUÊ
12/08/2024;17:20;LÉO SANTANA feat LUDMILLA - ELA TERMINOU NO WHATSAPP
12/08/2024;17:20;GUSTTAVO LIMA - DIGA SIM PRA MIM
12/08/2024;17:20;WESLEY SAFADÃO e REY VAQUEIRO - BEM VINDA AO MEU MUNDO
12/08/2024;17:20;MARI FERNADEZ - SEM EXPLICAÇÃO
12/08/2024;17:40;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
12/08/2024;17:40;SOLANGE ALMEIDA - SAUDADE NO MUDO
12/08/2024;17:40;MURILO HUFF - DEDO DO MEIO
12/08/2024;17:40;JORGE E MATEUS feat LAUANA PRADO - HAVERÁ SINAIS
12/08/2024;17:40;MARILIA MENDONÇA - ATÉ O TEMPO PASSA
12/08/2024;17:40;GRELO - SÓ FÉ
12/08/2024;19:00;ZÉ VAQUEIRO - MARAVILHOSA
12/08/2024;19:00;HENRIQUE E JULIANO - EU TE PEGARIA
12/08/2024;19:00;MARÍLIA MENDONÇA - TENTATIVAS
12/08/2024;19:00;ISRAEL & RODOLFFO - VOLTOU COM QUEM NÃO VOLTAVA
12/08/2024;19:00;MAIARA E MARAISA - A CULPA É NOSSA
12/08/2024;19:00;MATHEUS E KAUAN - GATILHO
12/08/2024;19:00;HENRIQUE CASTRO feat MARÍLIA MENDONÇA - EXPERIÊNCIA
12/08/2024;19:20;SIMONE MENDES - DOIS FUGITIVOS
12/08/2024;19:20;HUGO E GUILHERME feat. JORGE E MATEUS - MEU NÚMERO
12/08/2024;19:20;ANA CASTELA  SIMONE MENDES - NÃO VAI VER NUNCA
12/08/2024;19:20;MATHEUS E KAUAN - ESTABELECIMENTO
12/08/2024;19:20;GUSTTAVO LIMA - ONLINE
12/08/2024;19:20;JORGE & MATEUS - ÁGUA DE OCEANO - ONDE NASCE O SOL
12/08/2024;19:20;HUGO E GUILHERME - VAZOU NA BRAQUIARA
12/08/2024;19:40;HENRY FREITAS - NÃO ERA VOCÊ
12/08/2024;19:40;LUAN SANTANA - SOLTEIROU
12/08/2024;19:40;MARI FERNANDEZ - EU QUERO RECAIR
12/08/2024;19:40;NADSON O FERINHA - POSTA AÍ
12/08/2024;19:40;MÁRCIA FELLIPE - A MULHER MAIS FODA DO BRASIL
12/08/2024;19:40;MAIARA E MARAÍSA - LIBERA ELA ft. DILSINHO
12/08/2024;19:40;ISRAEL & RODOLFFO feat. JORGE E MATEUS - PERDOOU NADA
12/08/2024;20:00;ANA CASTELA  LUDMILA - DIA DE FLUXO
12/08/2024;20:00;PEDRO SAMPAIO - POCPOC
12/08/2024;20:00;LAUANA PRADO - CHORADA
12/08/2024;20:00;ISRAEL E RODOLFFO - NÃO DEIXOU DE SE ESQUEMA
12/08/2024;20:00;HENRIQUE E JULIANO - DEVIA SER PROIBIDO
12/08/2024;20:00;CALCINHA PRETA - SEM EXPLICAÇÃO
12/08/2024;20:00;MURILO HUFF  ERIC LAND - CURIOSA
12/08/2024;20:20;MATHEUS E KAUAN - SAUDADE INFALAMADA
12/08/2024;20:20;MATHEUS & KAUAN - SE AMASSE ELE
12/08/2024;20:20;MANU BAHTIDAO feat GUILHERME E BENUTO - TORRE EIFFEL
12/08/2024;20:20;MAIARA e MARAISA - SURTOS
12/08/2024;20:20;ANA CASTELA  ALOK  HUNGRIA - LUA
12/08/2024;20:20;NADSON O FEINHA - SETE MILHÕES
12/08/2024;20:20;CLAYTON E ROMÁRIO feat HUGO E GUILHERME - ME ESQUEÇA &
12/08/2024;20:40;WESLEY SAFADÃO e MARCIA FELIPE - TENTATIVAS EM VÃO
12/08/2024;20:40;ANA CASTELA - ALERTA DE GOLPE
12/08/2024;20:40;LUAN SANTANA - ME DESBLOQUEIA AÍ
12/08/2024;20:40;MARILIA MENDONÇA - ATÉ O TEMPO PASSA
12/08/2024;20:40;SORRISO MAROTO  LUDMILLA  BELO - AINDA GOSTO DE VOCÊ-JÁ
12/08/2024;21:20;HENRIQUE E JULIANO - ARRANHÃO
12/08/2024;21:20;JORGE E MATEUS - DO JEITO QUE TÁ NÃO DÁ
12/08/2024;21:20;HENRY FREITAS - TEM CAFÉ
12/08/2024;21:20;SORRISO MAROTO E FERRUGEM - ELA
12/08/2024;21:20;JORGE & MATEUS - INESPERADO
12/08/2024;21:20;MATHEUS E KAUAN - CONSÓRCIO
12/08/2024;21:20;ISRAEL & RODOLFFO  MARI FERNANDEZ - SEU BRILHO SUMIU
12/08/2024;21:40;IGUINHO E LULINHA - BOA MEMÓRIA (AMAR É DEIXAR IR)
12/08/2024;21:40;ZÉ NETO E CRISTIANO - LONG NECK
12/08/2024;21:40;MANIM VAQUERIO - FORRÓ E DESMANTELO
12/08/2024;21:40;WESLEY SAFADÃO - SE VOCÊ DEIXAR
12/08/2024;21:40;VITORIA FREITAS - OLHA NOS MEUS OLHOS
12/08/2024;21:40;MARA PAVANELLY - APAIXONADA
12/08/2024;21:40;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
