DATA;HORA;MUSICA
09/08/2024;10:40;MARILIA TAVARES - ÁGUA DE SAL
09/08/2024;10:40;HENRIQUE e JULIANO - TERMINEI MAL TERMINADO
09/08/2024;10:40;JOÃO GOMES feat. MC RYAN SP - NÃO MANDA AUDIO
09/08/2024;11:00;CALCINHA PRETA - SEM EXPLICAÇÃO
09/08/2024;11:00;LUAN SANTANA - SOLTEIROU
09/08/2024;11:00;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
09/08/2024;11:00;MATHEUS E KAUAN - ESTABELECIMENTO
09/08/2024;11:00;SIMONE MENDES - DOIS TRISTES
09/08/2024;11:00;TRAVA VEIA - COLO DE MENINA
09/08/2024;11:20;GUSTTAVO LIMA - DIGA SIM PRA MIM
09/08/2024;11:20;ZÉ NETO e CRISTIANO - PÁTIO DO POSTO
09/08/2024;11:20;GUSTAVO MIOTO - VOLTANDO PRA MIM
09/08/2024;11:20;MURILO HUFF - DEDO DO MEIO
09/08/2024;11:20;MATHEUS E KAUAN feat MAIARA E MARAISA - NÃO SEI SE TO S
09/08/2024;11:20;MATHEUS & KAUAN - SER HUMANO OU ANJO
09/08/2024;11:40;WALISSON MAICON - UM COPO DE WHISKY
09/08/2024;11:40;LAUN SANTANA  KEVIN O CHRIS - PEGA ESCANDALOSO
09/08/2024;11:40;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
09/08/2024;11:40;JORGE & MATEUS - PAREDES
09/08/2024;12:00;JORGE E MATEUS - SE EU CHORAR
09/08/2024;12:00;MARI FERNANDEZ feat. LUIZA SONZA - DEIXA EU VIVER
09/08/2024;12:00;HENRIQUE CASTRO feat MARÍLIA MENDONÇA - EXPERIÊNCIA
09/08/2024;12:00;JOÃO BOSCO & VINICIUS  GUSTAVO MIOTO - DOCINHO DE FEST
09/08/2024;12:20;HENRY FREITAS - NÃO ERA VOCÊ
09/08/2024;12:20;MARI FERNANDEZ - PAGINA DE EX
09/08/2024;12:20;GUSTTAVO LIMA  HUGO e GUILHERME - TORCE O OLHO
09/08/2024;12:20;ZÉ NETO e CRISTIANO - NUMA PANCADA SÓ
09/08/2024;12:20;MARA PAVANELLY - APAIXONADA
09/08/2024;12:20;HUGO e GUILHERME - MAGICA
09/08/2024;12:20;GEORGE HENRIQUE E RODRIGO feat GUILHERME E BENUTO - BEI
09/08/2024;12:40;MARÍLIA MENDONÇA - SUPERA
09/08/2024;13:00;ANITTA  PEDRO SAMPAIO  DENNIS - JOGA PRA LUA
09/08/2024;13:00;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
09/08/2024;13:00;NATTAN - AMOR NA PRAIA
09/08/2024;13:00;MARÍLIA MENDONÇA - TE AMO DEMAIS
09/08/2024;13:00;JORGE E MATEUS - TIJOLAO
09/08/2024;13:00;ERIC LAND - NA VAQUEIJADA
09/08/2024;13:20;MILANE HORA - PRIMEIRO EU SEGUNDO EU
09/08/2024;13:20;HUGO E GUILHERME  MAIARA E MARAISA - MORENA DE GOIANA
09/08/2024;13:20;LUAN SANTANA - EU SOU SENTIMENTAL
09/08/2024;13:20;ZÉ NETO E CRISTIANO - ELA E ELA
09/08/2024;13:20;HENRIQUE E JULIANO - GAIOLA
09/08/2024;13:20;GUSTAVO MIOTO feat MANU BAHTIDÃO - LOVE +18
09/08/2024;13:40;MÁRCIA FELLIPE - A MULHER MAIS FODA DO BRASIL
09/08/2024;13:40;HUGO E GUILHERME  MARÍLIA MENDONÇA - MAL FEITO
09/08/2024;13:40;RAFA E PIPO MARQUES - ADEUS CABARÉ
09/08/2024;13:40;WALISSON MAICON - UM COPO DE WHISKY
09/08/2024;13:40;YASMIN SANTOS - NEM A PAU ft. SIMONE MENDES
09/08/2024;13:40;TRAVA VEIA - COLO DE MENINA
09/08/2024;14:00;MARA PAVANELLY - NÃO PASSA DE EX
09/08/2024;14:00;MATHEUS & KAUAN feat. MARI FERNANDEZ - NÃO VITALÍCIO
09/08/2024;14:00;THIAGO E SAMUEL feat SIMONE MENDES - AMOR DIFERENTE
09/08/2024;14:00;GUSTTAVO LIMA - TODO MUNDO ME AMA
09/08/2024;14:00;FELIPE & RODRIGO - GOSTA DE RUA
09/08/2024;14:00;THIAGO - FICA
09/08/2024;14:20;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
09/08/2024;14:20;DIEGO FACO - GIN DE FRUTA (REMIX)
09/08/2024;14:20;SORRISO MAROTO feat THIAGUINHO - PROMESSAS
09/08/2024;14:20;HUGO e GUILHERME - ELEVADOR
09/08/2024;14:20;ZÉ NETO e CRISTIANO - BARULHO DO FOGUETE
09/08/2024;14:20;HENRIQUE E JULIANO - SE EU FOSSE VOCÊ
09/08/2024;14:40;LUANZINHO ft. NATANZINHO LIMA - NÃO APAGUEI
09/08/2024;14:40;GUSTAVO MIOTO - COM OU SEM MIM
09/08/2024;14:40;MURILO HUFF feat GUSTAVO MIOTO - ME CAIU TÃO BEM
09/08/2024;14:40;ANA CASTELA  LUDMILA - DIA DE FLUXO
09/08/2024;14:40;BRUNO ROSA feat CLAYTON E ROMÁRIO - CERVEJA E SOCORRO
09/08/2024;14:40;SORRISO MAROTO E FERRUGEM - ELA
09/08/2024;15:00;VITORIA FREITAS - OLHA NOS MEUS OLHOS
09/08/2024;15:00;CALCINHA PRETA - SEM EXPLICAÇÃO
09/08/2024;15:00;MARILIA TAVARES - ÁGUA DE SAL
09/08/2024;15:00;ZÉ VAQUEIRO  MANU BAHTIDÃO BABY
09/08/2024;15:00;MARILIA MENDONCA - TODO MUNDO VAI SOFRER
09/08/2024;15:00;JORGE E MATEUS - MEDIDA CERTA
09/08/2024;15:20;CALCINHA PRETA - SEM EXPLICAÇÃO
09/08/2024;15:20;MATHEUS E KAUAN - EX AMIGA
09/08/2024;15:20;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
09/08/2024;15:20;LÉO SANTANA  ZÉ FELIPE - CAMA REPETIDA
09/08/2024;15:20;NADSON O FERINHA - POSTA AÍ
09/08/2024;15:20;HENRIQUE E JULIANO - EU TE PEGARIA
09/08/2024;15:40;GUSTTAVO LIMA - DIGA SIM PRA MIM
09/08/2024;15:40;MARA PAVANELLY - APAIXONADA
09/08/2024;15:40;GUSTAVO MIOTO - VOLTANDO PRA MIM
09/08/2024;15:40;LAUANA PRADO - ESQUECA QUE EU TE AMO
09/08/2024;15:40;FELIPE & RODRIGO - GOSTA DE RUA
09/08/2024;16:00;WALISSON MAICON - UM COPO DE WHISKY
09/08/2024;16:00;MARILIA MENDONCA - SERENATA
09/08/2024;16:00;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
09/08/2024;16:00;MARI FERNADEZ - SEM EXPLICAÇÃO
09/08/2024;16:00;CLAYTON E ROMÁRIO - MORENA
09/08/2024;16:00;THIAGO - FICA
09/08/2024;16:00;MAIARA E MARAISA - A CULPA É NOSSA
09/08/2024;16:20;MARA PAVANELLY - NÃO PASSA DE EX
09/08/2024;16:20;GUILHERME E BENUTO feat MAIARA E MARAISA - CORPO SEXY
09/08/2024;16:20;MAIARA E MARAÍSA - LIBERA ELA ft. DILSINHO
09/08/2024;16:20;MATHEUS E KAUAN - IMAGINA A SENTADA
09/08/2024;16:20;LUAN SANTANA - AMBIENTE ERRADO
09/08/2024;16:20;DIEGO E VICTO HUGO - CALAFRIO part. HENRIQUE E JULIANO
09/08/2024;16:20;JORGE & MATEUS - PREOCUPA NÃO
09/08/2024;16:40;CALCINHA PRETA - SEM EXPLICAÇÃO
09/08/2024;16:40;GUSTTAVO LIMA  HUGO e GUILHERME - TORCE O OLHO
09/08/2024;16:40;MARI FERNANDEZ feat ZE FELIPE - LOUCO LOUCO
09/08/2024;16:40;NADSON O FEINHA - SETE MILHÕES
09/08/2024;16:40;MURILO HUFF - ANESTESIADO
09/08/2024;17:00;GUSTTAVO LIMA - DIGA SIM PRA MIM
09/08/2024;17:00;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
09/08/2024;17:00;GUSTAVO MIOTO - VOLTANDO PRA MIM
09/08/2024;17:00;MARCOS e BELUTTI  NADOSN - COMO UM BEIJO
09/08/2024;17:00;GUSTTAVO LIMA feat MATHEUS E KAUAN - MALA DO PORTA MALA
09/08/2024;17:00;SIMONE MENDES - MULHER FODA
09/08/2024;17:20;NADSON O FERINHA - TIVE QUE BATER PALMA
09/08/2024;17:20;ZÉ NETO E CRISTIANO - VOCÊ BEBERIA OU NÃO BEBERIA
09/08/2024;17:20;ISRAEL & RODOLFFO - GUARDANAPO BORRADO
09/08/2024;17:20;ANA CASTELA - ALERTA DE GOLPE
09/08/2024;17:20;MATHEUS E KAUAN - CONSÓRCIO
09/08/2024;17:20;MAIARA E MARAISA - TUDO POR NADA
09/08/2024;17:20;BRUNO ROSA feat CLAYTON E ROMÁRIO - CERVEJA E SOCORRO
09/08/2024;17:40;HENRY FREITAS feat PEDRO SAMPAIO - BARULHO DO PRAZER
09/08/2024;17:40;SORRISO MAROTO E FERRUGEM - ELA
09/08/2024;17:40;ZÉ VAQUEIRO - EM BUSCA DA MINHA SORTE
09/08/2024;17:40;MATHEUS E KAUAN - VOU TER QUE SUPERAR
09/08/2024;18:00;MÁRCIA FELLIPE - A MULHER MAIS FODA DO BRASIL
09/08/2024;18:00;MARILIA MENDONÇA - ATÉ O TEMPO PASSA
09/08/2024;18:00;CALCINHA PRETA  MAIARA E MARAISA - RELÓGIO DE SAUDADE
09/08/2024;18:00;JORGE E MATEUS - TIJOLAO
09/08/2024;18:00;HENRIQUE E JULIANO - SEM AMOR
09/08/2024;18:00;SORRISO MAROTO  LUDMILLA  BELO - AINDA GOSTO DE VOCÊ-JÁ
09/08/2024;18:00;PRISCILA SENNA - FLORES QUE PLANTEI
09/08/2024;18:20;MAIARA E MARAÍSA - AMANDO O INIMIGO
09/08/2024;18:20;HUGO E GUILHERME feat. JORGE E MATEUS - MEU NÚMERO
09/08/2024;18:20;LUAN SANTANA - EU SOU SENTIMENTAL
09/08/2024;18:20;MARI FERNANDEZ feat. LUIZA SONZA - DEIXA EU VIVER
09/08/2024;18:20;GUSTTAVO LIMA & WESLEY SAFADÃO - OI VIDA
09/08/2024;18:20;ZÉ NETO E CRISTIANO - ALÔ AMBEV
09/08/2024;18:20;JORGE & MATEUS - PRA SEMPRE COM VOCÊ
09/08/2024;18:40;YASMIN SANTOS - NEM A PAU ft. SIMONE MENDES
09/08/2024;18:40;ALOK - HEAR ME NOW (REMIX)
09/08/2024;18:40;ZÉ NETO & CRISTIANO - UM MÊS E POUCO
09/08/2024;18:40;SOLANGE ALMEIDA - SAUDADE NO MUDO
09/08/2024;18:40;WESLEY SAFADÃO - DOIS LADOS
09/08/2024;18:40;GUSTAVO MIOTO e MC DON JUAN - QUANDO APAGA A LUZ
09/08/2024;19:00;ISRAEL & RODOLFFO feat. JORGE E MATEUS - PERDOOU NADA
09/08/2024;19:00;SIMONE MENDES - DOIS TRISTES
09/08/2024;19:00;MATHEUS E KAUAN - QUARTA CADEIRA
09/08/2024;19:00;MARI FERNANDEZ e WESLEY SAFADÃO - AMOR SEM COMPROMISSO
09/08/2024;19:00;GUSTTAVO LIMA - ESPETINHO
09/08/2024;19:00;VITORIA FREITAS - OLHA NOS MEUS OLHOS
09/08/2024;19:00;A7S feat ALOK - MONSTER
09/08/2024;19:20;MANU BAHTIDAO feat GUILHERME E BENUTO - TORRE EIFFEL
09/08/2024;19:20;ZÉ FELIPE - LUZ DO LUAR
09/08/2024;19:20;MARI FERNADEZ - SEM EXPLICAÇÃO
09/08/2024;19:20;LUAN SANTANA - SOLTEIROU
09/08/2024;19:20;JORGE E MATEUS - MOLHANDO O VOLANTE
09/08/2024;19:20;ANAVITÓRIA  JORGE & MATEUS - GALERIA DO TEMPO
09/08/2024;19:20;MENOS É MAIS feat XAND AVIÃO - MATADINHA DE SAUDADE
09/08/2024;19:40;HUGO E GUILHERME  MAIARA E MARAISA - MORENA DE GOIANA
09/08/2024;19:40;ANA CASTELA  SIMONE MENDES - NÃO VAI VER NUNCA
09/08/2024;19:40;CLAYTON & ROMÁRIO part. LUAN SANTANA - MASTER NAMORANDO
09/08/2024;19:40;MARI FERNANDEZ - AMOR IMPOSSIVEL
09/08/2024;19:40;DILSINHO feat ANA CASTELA - PASSANDO A MÃO
09/08/2024;19:40;Christopher - Hope This Song Is For You
09/08/2024;19:40;MAIARA e MARAISA - NARCISISTA
09/08/2024;21:00;ZÉ VAQUEIRO - UM DIA
09/08/2024;21:00;BRUNO ROSA feat CLAYTON E ROMÁRIO - CERVEJA E SOCORRO
09/08/2024;21:00;MAIARA E MARAISA - TUDO POR NADA
09/08/2024;21:00;MARILIA MENDONÇA - ATÉ O TEMPO PASSA
09/08/2024;21:00;JORGE E MATEUS - 5 REGRAS
09/08/2024;21:20;FELIPE AMORIM - AMOR PARA RECOMEÇAR
09/08/2024;21:20;LUDMILLA feat MARI FERNANDEZ - FALTA DE MIM
09/08/2024;21:20;IGUINHO E LULINHA - BOA MEMÓRIA (AMAR É DEIXAR IR)
09/08/2024;21:20;CALCINHA PRETA - SEM EXPLICAÇÃO
09/08/2024;21:20;MATHEUS e KAUAN - BOM SINAL
09/08/2024;21:20;ISRAEL & RODOLFFO - CHEGOU UM ÁUDIO
09/08/2024;21:40;ISRAEL E RODOLFFO - NÃO DEIXOU DE SE ESQUEMA
09/08/2024;21:40;ZÉ NETO E CRISTIANO - VOCÊ BEBERIA OU NÃO BEBERIA
09/08/2024;21:40;MANIM VAQUERIO - FORRÓ E DESMANTELO
09/08/2024;21:40;ISRAEL & RODOLFFO ft. HUGO e GUILHERME - AMOR NÃO DÁ EM
09/08/2024;21:40;SIMONE MENDES - PIOR PARTE
09/08/2024;21:40;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
09/08/2024;21:40;GUSTAVO MIOTO feat MANU BAHTIDÃO - LOVE +18
09/08/2024;22:00;MARI FERNANDEZ - DIZEM QUE SOU LOUCA
09/08/2024;22:00;JORGE & MATEUS - NAMORANDO COM SAUDADE
09/08/2024;22:00;XAND AVIÃO feat SIMONE MENDES - PRIMEIRO PASSO
09/08/2024;22:00;MARCOS e BELUTTI  NADOSN - COMO UM BEIJO
09/08/2024;22:00;ANA CASTELA  SIMONE MENDES - NÃO VAI VER NUNCA
09/08/2024;22:00;LAUN SANTANA  KEVIN O CHRIS - PEGA ESCANDALOSO
09/08/2024;22:20;MARÍLIA MENDONÇA - TENTATIVAS
09/08/2024;22:20;JORGE E MATEUS - MEDIDA CERTA
09/08/2024;22:20;WESLEY SAFADÃO - AGORA É PRA VALER
09/08/2024;22:20;ALOK feat BEBE REXHA - DEEP IN YOUR LOVE
09/08/2024;22:20;MARA PAVANELLY - APAIXONADA
09/08/2024;22:20;HUGO e GUILHERME - MAGICA
09/08/2024;22:40;MATHEUS E KAUAN - CONSÓRCIO
09/08/2024;22:40;MATHEUS E KAUAN - VOCÊ NÃO VALE UMA LÁGRIMA
09/08/2024;22:40;ZÉ NETO E CRISTIANO - AÍ EMOCIONA
09/08/2024;22:40;HENRY FREITAS feat PEDRO SAMPAIO - BARULHO DO PRAZER
09/08/2024;22:40;HUGO E GUILHERME  MAIARA E MARAISA - MORENA DE GOIANA
09/08/2024;22:40;GUILHERME E BENUTO ft. MATHEUS & KAUAN - ESSE B.O É MEU
09/08/2024;22:40;GUILHERME E BENUTO feat MAIARA E MARAISA - CORPO SEXY
09/08/2024;23:00;CLAYTON E ROMÁRIO - MORENA
09/08/2024;23:00;JORGE & MATEUS - FLOR
09/08/2024;23:00;DILSINHO feat VITOR KLEY - CAFEINA
09/08/2024;23:00;NATTAN - AMOR NA PRAIA
09/08/2024;23:00;HENRY FREITAS - MALUCA
09/08/2024;23:00;THIAGUINHO - PÉ NA AREIA
09/08/2024;23:20;LAUANA PRADO - VIVA VOZ
09/08/2024;23:20;MAIARA e MARAISA - NARCISISTA
09/08/2024;23:20;HENRIQUE E JULIANO - CUIDA BEM DELA
09/08/2024;23:20;JOÃO GOMES - CORACAO VAQUEIRO
09/08/2024;23:20;LÉO SANTANA  ZÉ FELIPE - CAMA REPETIDA
09/08/2024;23:20;MURILO HUFF - PRAIA
09/08/2024;23:20;GUSTTAVO LIMA - FALA COMIGO
09/08/2024;23:40;ZÉ NETO E CRISTIANO - LONG NECK
09/08/2024;23:40;ZÉ VAQUEIRO - MARAVILHOSA
09/08/2024;23:40;ZÉ VAQUEIRO  MANU BAHTIDÃO BABY
09/08/2024;23:40;MATHEUS E KAUAN - SAUDADE INFALAMADA
09/08/2024;23:40;ANA CASTELA  LUDMILA - DIA DE FLUXO
09/08/2024;23:40;MAIARA E MARAÍSA - LIBERA ELA ft. DILSINHO
09/08/2024;23:40;ISRAEL & RODOLFFO  JOÃO GOMES E DON JUAN - EU NÃO CONTA
10/08/2024;00:00;MURILO HUFF  ERIC LAND - CURIOSA
10/08/2024;00:00;WESLEY SAFADÃO e MARCIA FELIPE - TENTATIVAS EM VÃO
10/08/2024;00:00;CLAYTON & ROMÁRIO part. LUAN SANTANA - MASTER NAMORANDO
10/08/2024;00:00;ZÉ VAQUEIRO  MANU BAHTIDÃO BABY
10/08/2024;00:00;ZÉ NETO E CRISTIANO - ALÔ AMBEV
10/08/2024;00:00;JOÃO BOSCO & VINICIUS  GUSTAVO MIOTO - DOCINHO DE FEST
10/08/2024;00:00;MATHEUS & KAUAN - SE AMASSE ELE
10/08/2024;00:20;HENRY FREITAS - TEM CAFÉ
10/08/2024;00:20;RAFA E PIPO MARQUES - ADEUS CABARÉ
10/08/2024;00:20;GUSTTAVO LIMA - EX DOS MEUS SONHOS
10/08/2024;00:20;HUGO e GUILHERME - ELEVADOR
10/08/2024;00:20;MARÍLIA MENDONÇA - SUPERA
10/08/2024;00:20;JORGE & MATEUS - O QUE É QUE EU FAÇO
10/08/2024;00:20;ANA CASTELA - AQUI TEM ALGUÉM
10/08/2024;00:40;MURILO HUFF - PINO DA GRANADA
10/08/2024;00:40;GUSTAVO MIOTO  LEO SANTANA - ONDE TU VAI SENTAR
10/08/2024;00:40;ISRAEL E RODOLFFO - NÃO DEIXOU DE SE ESQUEMA
10/08/2024;00:40;JORGE E MATEUS - ENTÃO VALEU
10/08/2024;00:40;ERIC LAND - NA VAQUEIJADA
10/08/2024;00:40;BRUNO ROSA feat CLAYTON E ROMÁRIO - CERVEJA E SOCORRO
10/08/2024;01:00;A7S feat ALOK - MONSTER
10/08/2024;01:00;DILSINHO - CASALSINHO
10/08/2024;01:00;HENRIQUE E JULIANO - PROGRAMACAO NORMAL
10/08/2024;01:00;WESLEY SAFADÃO - AGORA É PRA VALER
10/08/2024;01:00;ZÉ NETO E CRISTIANO - CADEIRA DE AÇO
10/08/2024;01:00;MATHEUS E KAUAN - VOU TER QUE SUPERAR
10/08/2024;01:00;MATHEUS & KAUAN - SÓ TOCA QUEM SABE
10/08/2024;01:20;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
10/08/2024;01:20;ALOK - HEAR ME NOW (REMIX)
10/08/2024;01:20;GUSTTAVO LIMA - ALÔ
10/08/2024;01:20;ANAVITÓRIA  JORGE & MATEUS - GALERIA DO TEMPO
10/08/2024;01:20;MAIARA E MARAÍSA - AMANDO O INIMIGO
10/08/2024;01:20;JORGE E MATEUS feat LAUANA PRADO - HAVERÁ SINAIS
10/08/2024;01:20;ISRAEL & RODOLFFO ft. ANA CASTELA - BOMBONZINHO
10/08/2024;01:40;MELIM - OUVI DIZER
10/08/2024;01:40;MURILO HUFF - A CERVEJA ABRE SOZINHA
10/08/2024;01:40;GUSTTAVO LIMA  MAIARA & MARAISA - OFICIALIZAR
10/08/2024;01:40;ZE NETO E CRISTIANO - ESTADO DECADENTE
10/08/2024;01:40;JORGE E MATEUS - TROCA
10/08/2024;01:40;LAUN SANTANA  KEVIN O CHRIS - PEGA ESCANDALOSO
10/08/2024;01:40;DIEGO FACO - GIN DE FRUTA (REMIX)
10/08/2024;02:00;ANA CASTELA  SIMONE MENDES - NÃO VAI VER NUNCA
10/08/2024;02:00;MANU BAHTIDAO feat GUILHERME E BENUTO - TORRE EIFFEL
10/08/2024;02:00;HENRIQUE e JULIANO - SÓ LEMBRO DA BRIGA
10/08/2024;02:00;CLAYTON E ROMÁRIO - MORENA
10/08/2024;02:00;MARI FERNANDEZ - VAI DOER MAIS
10/08/2024;02:00;LAUANA PRADO -TEMPEROL DE AMOR
10/08/2024;02:00;JORGE & MATEUS - ÁGUA DE OCEANO - ONDE NASCE O SOL
10/08/2024;02:20;EDSON E HUDSON feat MATHEUS E KAUAN - QUE SORTE A NOSSA
10/08/2024;02:20;ZÉ NETO E CRISTIANO - VAMO TOMAR UMA
10/08/2024;02:20;WESLEY SAFADÃO - RUA
10/08/2024;02:20;ALOK feat BEBE REXHA - DEEP IN YOUR LOVE
10/08/2024;02:20;MARÍLIA MENDONÇA - VIRA HOMEM
10/08/2024;02:20;GUSTTAVO LIMA - ESPETINHO
10/08/2024;02:20;GUSTTAVO LIMA feat ANA CASTELA - CANUNDINHO
10/08/2024;02:40;ZÉ NETO & CRISTIANO - UM MÊS E POUCO
10/08/2024;02:40;GUILHERME e BENUTO - DE EU PRA EU
10/08/2024;02:40;MARILIA TAVARES - ÁGUA DE SAL
10/08/2024;02:40;MATHEUS FERNANDES feat MATHEUS E KAUAN - TRIPLEX
10/08/2024;02:40;NATTAN - AMOR NA PRAIA
10/08/2024;02:40;LUAN SANTANA - AMBIENTE ERRADO
10/08/2024;02:40;FELIPE AMORIM - AMOR PARA RECOMEÇAR
10/08/2024;03:00;LUAN PEREIRA  MURILO HUFF - FALTA DE QUÊ
10/08/2024;03:00;MARÍLIA MENDONÇA - VOCÊ NEM É TUDO ISSO ft. MAIARA E MA
10/08/2024;03:00;HENRIQUE E JULIANO - BRIGA FEIA
10/08/2024;03:00;GUSTAVO MIOTO - VOLTANDO PRA MIM
10/08/2024;03:00;JORGE E MATEUS - TODO SEU
10/08/2024;03:00;YASMIN SANTOS - NEM A PAU ft. SIMONE MENDES
10/08/2024;03:00;ISRAEL & RODOLFFO feat. JORGE E MATEUS - PERDOOU NADA
10/08/2024;03:20;MANU BAHTIDÃO  SIMONE MENDES - DAQUI PRA SEMPRE
10/08/2024;03:20;LUDMILLA feat MARI FERNANDEZ - FALTA DE MIM
10/08/2024;03:20;HUGO E GUILHERME - VAZOU NA BRAQUIARA
10/08/2024;03:20;LÉO SANTANA  ZÉ FELIPE - CAMA REPETIDA
10/08/2024;03:20;ISRAEL & RODOLFFO - GUARDANAPO BORRADO
10/08/2024;03:20;MARI FERNANDEZ - EU QUERO RECAIR
10/08/2024;03:20;MURILO HUFF - PRAIA
10/08/2024;03:40;GUSTAVO MIOTO feat MANU BAHTIDÃO - LOVE +18
10/08/2024;03:40;MATHEUS E KAUAN - SAUDADE INFALAMADA
10/08/2024;03:40;GUSTTAVO LIMA  HUGO e GUILHERME - TORCE O OLHO
10/08/2024;03:40;CLAYTON & ROMÁRIO part. LUAN SANTANA - MASTER NAMORANDO
10/08/2024;03:40;GUSTTAVO LIMA - ENTREVISTA COM EX
10/08/2024;03:40;GUSTAVO MIOTO  LEO SANTANA - ONDE TU VAI SENTAR
10/08/2024;03:40;WESLEY SAFADÃO e MARCIA FELIPE - TENTATIVAS EM VÃO
10/08/2024;04:00;ZÉ NETO E CRISTIANO - VOCÊ BEBERIA OU NÃO BEBERIA
10/08/2024;04:00;GUILHERME E BENUTO  WESLEY SAFADÃO - MILIONÁRIO
10/08/2024;04:00;JORGE & MATEUS - O QUE É QUE EU FAÇO
10/08/2024;04:00;BELO - DESSE JEITO NÃO DA PARA MIM & REINVENTAR
10/08/2024;04:00;ANA CASTELA - AQUI TEM ALGUÉM
10/08/2024;04:00;MAIARA E MARAÍSA - AMANDO O INIMIGO
10/08/2024;04:00;HUMBERTO e RONALDO - PRETINHA GRUILHERME e BENUTO
10/08/2024;04:20;ISRAEL & RODOLFFO  JOÃO GOMES E DON JUAN - EU NÃO CONTA
10/08/2024;04:20;MARÍLIA MENDONÇA - TE AMO DEMAIS
10/08/2024;04:20;HUGO E GUILHERME  MARÍLIA MENDONÇA - MAL FEITO
10/08/2024;04:20;MAIARA E MARAISA - MEDO BOBO
10/08/2024;04:20;HUGO E GUILHERME  MAIARA E MARAISA - MORENA DE GOIANA
10/08/2024;04:20;HENRIQUE E JULIANO - DESGASTOU
10/08/2024;04:20;MARI FERNADEZ - SEM EXPLICAÇÃO
10/08/2024;04:40;LAUANA PRADO - SOMBRA DESCONHECIDA part. ZÉ NETO E CRIS
10/08/2024;04:40;WESLEY SAFADÃO - DOIS LADOS
10/08/2024;04:40;MATHEUS & KAUAN - SÓ TOCA QUEM SABE
10/08/2024;04:40;JORGE E MATEUS - LANCE INDIVIDUAL
10/08/2024;04:40;MANU BAHTIDÃO  MARI FERNANDEZ - ABISMO
10/08/2024;04:40;MARI FERNANDEZ - A GENTE SE ENTREGA
10/08/2024;04:40;SIMONE MENDES - ERRO GOSTOSO
10/08/2024;05:00;DILSINHO - DIFERENTÃO
10/08/2024;05:00;TRAVA VEIA - COLO DE MENINA
10/08/2024;05:00;MATHEUS E KAUAN - VOCÊ NÃO TÁ PREPARADA
10/08/2024;05:00;GUSTTAVO LIMA - BLOQUEADO
10/08/2024;05:00;MENOS É MAIS feat XAND AVIÃO - MATADINHA DE SAUDADE
10/08/2024;05:00;MARCOS e BELUTTI  NADOSN - COMO UM BEIJO
10/08/2024;05:00;ISRAEL & RODOLFFO - VOLTOU COM QUEM NÃO VOLTAVA
10/08/2024;05:20;ZÉ NETO & CRISTIANO - UM MÊS E POUCO
10/08/2024;05:20;FELIPE ARAÚJO feat LUAN SANTANA - ÚLTIMA NOITE
10/08/2024;05:20;DIEGO E VICTO HUGO - CALAFRIO part. HENRIQUE E JULIANO
10/08/2024;05:20;HUGO e GUILHERME - ELEVADOR
10/08/2024;05:20;MURILO HUFF  ERIC LAND - CURIOSA
10/08/2024;05:20;DIEGO E VICTOR HUGO - BEM MAIS QUE EU
10/08/2024;05:20;HENRIQUE E JULIANO - CIDADE VIZINHA - ACORDO
10/08/2024;05:40;ZÉ VAQUEIRO - UM DIA
10/08/2024;05:40;ALOK - HEAR ME NOW (REMIX)
10/08/2024;05:40;ANA CASTELA  SIMONE MENDES - NÃO VAI VER NUNCA
10/08/2024;05:40;LAUANA PRADO - SOFRIMENTO LIQUIDO
10/08/2024;05:40;HENRIQUE CASTRO feat MARÍLIA MENDONÇA - EXPERIÊNCIA
10/08/2024;05:40;DILSINHO feat VITOR KLEY - CAFEINA
10/08/2024;05:40;ZÉ FELIPE - LUZ DO LUAR
10/08/2024;06:00;GUILHERME e BENUTO - DE EU PRA EU
10/08/2024;06:00;RAFA E PIPO MARQUES - ADEUS CABARÉ
10/08/2024;06:00;ALOK feat BEBE REXHA - DEEP IN YOUR LOVE
10/08/2024;06:00;DIEGO FACO - GIN DE FRUTA (REMIX)
10/08/2024;06:00;SIMONE MENDES - CASO SEM NOME
10/08/2024;06:00;GUSTTAVO LIMA - ONLINE
10/08/2024;06:00;GUSTTAVO LIMA & WESLEY SAFADÃO - OI VIDA
10/08/2024;06:20;MATHEUS E KAUAN - EX AMIGA
10/08/2024;06:20;SORRISO MAROTO  LUDMILLA  BELO - AINDA GOSTO DE VOCÊ-JÁ
10/08/2024;06:20;JORGE E MATEUS - ENQUANTO HOUVER RAZÕES
10/08/2024;06:20;GUSTTAVO LIMA feat ANA CASTELA - CANUNDINHO
10/08/2024;06:20;WESLEY SAFADÃO - ALÔ AMOR
10/08/2024;06:20;MATHEUS FERNANDES  LUAN SANTANA - DUAS CAMAS
10/08/2024;06:20;MARILIA MENDONCA - SERENATA
